Title,Category,Release date,Ratings,Metascore,Page URL
Xanadu,movie,"AUG 8, 1980",PG,31,https://www.metacritic.com/movie/xanadu/
Fired Up!,movie,"FEB 20, 2009",PG-13,31,https://www.metacritic.com/movie/fired-up!/
Don't Tempt Me,movie,"AUG 22, 2003",R,31,https://www.metacritic.com/movie/dont-tempt-me/
Just 45 Minutes from Broadway,movie,"OCT 12, 2012",R,31,https://www.metacritic.com/movie/just-45-minutes-from-broadway/
The Blue Lagoon,movie,"JUL 2, 1980",R,31,https://www.metacritic.com/movie/the-blue-lagoon/
Dying of the Light,movie,"DEC 5, 2014",R,31,https://www.metacritic.com/movie/dying-of-the-light/
 Max Payne,movie,"OCT 17, 2008",PG-13,31,https://www.metacritic.com/movie/max-payne/
Say Uncle,movie,"JUN 23, 2006",R,31,https://www.metacritic.com/movie/say-uncle/
I Still See You,movie,"OCT 12, 2018",PG-13,31,https://www.metacritic.com/movie/i-still-see-you/
Charlie Countryman,movie,"NOV 15, 2013",R,31,https://www.metacritic.com/movie/charlie-countryman/
Mary,movie,"OCT 11, 2019",R,31,https://www.metacritic.com/movie/mary-2019/
Venus and Mars,movie,"APR 18, 2003",R,31,https://www.metacritic.com/movie/venus-and-mars/
Letters to God,movie,"APR 9, 2010",PG,31,https://www.metacritic.com/movie/letters-to-god/
The Bad News Bears Go to Japan,movie,"JUN 30, 1978",PG,31,https://www.metacritic.com/movie/the-bad-news-bears-go-to-japan/
An American Werewolf in Paris,movie,"OCT 31, 1997",R,31,https://www.metacritic.com/movie/an-american-werewolf-in-paris/
Tyler Perry's The Single Moms Club,movie,"MAR 14, 2014",PG-13,31,https://www.metacritic.com/movie/tyler-perrys-the-single-moms-club/
House II: The Second Story,movie,"AUG 28, 1987",PG-13,31,https://www.metacritic.com/movie/house-ii-the-second-story/
The King's Daughter,movie,"JAN 21, 2022",PG,31,https://www.metacritic.com/movie/the-kings-daughter/
Jolene,movie,"OCT 29, 2010",R,31,https://www.metacritic.com/movie/jolene/
Before We Go,movie,"SEP 4, 2015",PG-13,31,https://www.metacritic.com/movie/before-we-go/
Surveillance,movie,"JUN 26, 2009",R,31,https://www.metacritic.com/movie/surveillance/
Fifty Shades Freed,movie,"FEB 9, 2018",R,31,https://www.metacritic.com/movie/fifty-shades-freed/
Rebel Moon Part 1: A Child of Fire,movie,"DEC 15, 2023",PG-13,31,https://www.metacritic.com/movie/rebel-moon-part-1-a-child-of-fire/
Mannequin: On the Move,movie,"MAY 17, 1991",PG,31,https://www.metacritic.com/movie/mannequin-on-the-move/
In the Mix,movie,"NOV 23, 2005",PG-13,31,https://www.metacritic.com/movie/in-the-mix/
Curse of the Pink Panther,movie,"AUG 12, 1983",TV-PG,31,https://www.metacritic.com/movie/curse-of-the-pink-panther/
Silent Hill,movie,"APR 21, 2006",R,31,https://www.metacritic.com/movie/silent-hill/
The Lazarus Effect,movie,"FEB 27, 2015",PG-13,31,https://www.metacritic.com/movie/the-lazarus-effect/
The Honeymooners,movie,"JUN 10, 2005",PG-13,31,https://www.metacritic.com/movie/the-honeymooners/
Lucky Numbers,movie,"OCT 27, 2000",R,31,https://www.metacritic.com/movie/lucky-numbers/
 Cursed,movie,"FEB 25, 2005",PG-13,31,https://www.metacritic.com/movie/cursed/
Teenage Mutant Ninja Turtles,movie,"AUG 8, 2014",PG-13,31,https://www.metacritic.com/movie/teenage-mutant-ninja-turtles/
Battlefield America,movie,"JUN 1, 2012",PG-13,31,https://www.metacritic.com/movie/battlefield-america/
Murder of a Cat,movie,"DEC 5, 2014",Not Rated,31,https://www.metacritic.com/movie/murder-of-a-cat/
Perfect Stranger,movie,"APR 13, 2007",R,31,https://www.metacritic.com/movie/perfect-stranger/
Voyage of the Damned,movie,"DEC 22, 1976",PG,31,https://www.metacritic.com/movie/voyage-of-the-damned/
Your Highness,movie,"APR 8, 2011",R,31,https://www.metacritic.com/movie/your-highness/
ma ma,movie,"MAY 20, 2016",R,31,https://www.metacritic.com/movie/ma-ma/
House of 1000 Corpses,movie,"APR 11, 2003",R,31,https://www.metacritic.com/movie/house-of-1000-corpses/
Countdown,movie,"OCT 25, 2019",PG-13,31,https://www.metacritic.com/movie/countdown/
Show Dogs,movie,"MAY 18, 2018",Unrated,31,https://www.metacritic.com/movie/show-dogs/
They,movie,"NOV 27, 2002",PG-13,31,https://www.metacritic.com/movie/they/
God Is a Bullet,movie,"JUN 23, 2023",18+,31,https://www.metacritic.com/movie/god-is-a-bullet/
The Hunter,movie,"AUG 1, 1980",PG,31,https://www.metacritic.com/movie/the-hunter-1980/
The Man with One Red Shoe,movie,"JUL 19, 1985",PG,31,https://www.metacritic.com/movie/the-man-with-one-red-shoe/
The Garfield Movie,movie,"MAY 24, 2024",PG,31,https://www.metacritic.com/movie/the-garfield-movie/
This Means War,movie,"FEB 17, 2012",PG-13,31,https://www.metacritic.com/movie/this-means-war/
,movie,"SEP 14, 1990",PG-13,31,https://www.metacritic.com/movie/repossessed/
That's My Boy,movie,"JUN 15, 2012",R,31,https://www.metacritic.com/movie/thats-my-boy/
Gray Matters,movie,"FEB 23, 2007",PG-13,31,https://www.metacritic.com/movie/gray-matters/
Reuniting the Rubins,movie,"MAR 16, 2012",PG,31,https://www.metacritic.com/movie/reuniting-the-rubins/
5 Days of War,movie,"AUG 19, 2011",R,31,https://www.metacritic.com/movie/5-days-of-war/
Antitrust,movie,"JAN 12, 2001",PG-13,31,https://www.metacritic.com/movie/antitrust/
Pootie Tang,movie,"JUN 29, 2001",PG-13,31,https://www.metacritic.com/movie/pootie-tang/
 The Big Hit,movie,"APR 24, 1998",R,31,https://www.metacritic.com/movie/the-big-hit/
New Rose Hotel,movie,"OCT 8, 1999",R,31,https://www.metacritic.com/movie/new-rose-hotel/
Gossip,movie,"APR 21, 2000",R,31,https://www.metacritic.com/movie/gossip/
Head Office,movie,"JAN 3, 1986",PG-13,31,https://www.metacritic.com/movie/head-office/
Death Wish,movie,"MAR 2, 2018",R,31,https://www.metacritic.com/movie/death-wish/
The Presidio,movie,"JUN 10, 1988",R,31,https://www.metacritic.com/movie/the-presidio/
High School,movie,"JUN 1, 2012",R,31,https://www.metacritic.com/movie/high-school/
Pet Sematary: Bloodlines,movie,"OCT 6, 2023",R,31,https://www.metacritic.com/movie/pet-sematary-bloodlines/
Garden Party,movie,"JUL 11, 2008",Not Rated,31,https://www.metacritic.com/movie/garden-party/
Jacob's Ladder,movie,"AUG 23, 2019",R,31,https://www.metacritic.com/movie/jacobs-ladder-2019/
Getting Even with Dad,movie,"JUN 17, 1994",PG,31,https://www.metacritic.com/movie/getting-even-with-dad/
Blind Fury,movie,"MAR 16, 1990",R,31,https://www.metacritic.com/movie/blind-fury/
Hellboy,movie,"APR 12, 2019",R,31,https://www.metacritic.com/movie/hellboy-2019/
An American Affair,movie,"FEB 27, 2009",R,31,https://www.metacritic.com/movie/an-american-affair/
The Curse of Downers Grove,movie,"AUG 21, 2015",Not Rated,31,https://www.metacritic.com/movie/the-curse-of-downers-grove/
Oxygono,movie,"NOV 18, 2005",N/A,31,https://www.metacritic.com/movie/oxygono/
Hounddog,movie,"SEP 19, 2008",R,31,https://www.metacritic.com/movie/hounddog/
Envy,movie,"APR 30, 2004",PG-13,31,https://www.metacritic.com/movie/envy/
Hit by Lightning,movie,"OCT 31, 2014",Not Rated,31,https://www.metacritic.com/movie/hit-by-lightning/
Monster-in-Law,movie,"MAY 13, 2005",PG-13,31,https://www.metacritic.com/movie/monster-in-law/
Fathers and Daughters,movie,"JUL 8, 2016",R,31,https://www.metacritic.com/movie/fathers-and-daughters/
Stick,movie,"APR 26, 1985",R,31,https://www.metacritic.com/movie/stick/
Night Hunter,movie,"SEP 6, 2019",R,31,https://www.metacritic.com/movie/night-hunter/
Hangman,movie,"DEC 22, 2017",R,31,https://www.metacritic.com/movie/hangman/
 North Shore,movie,"AUG 14, 1987",PG,31,https://www.metacritic.com/movie/north-shore/
The Weekend,movie,"NOV 3, 2000",Not Rated,31,https://www.metacritic.com/movie/the-weekend/
Life or Something Like It,movie,"APR 26, 2002",PG-13,31,https://www.metacritic.com/movie/life-or-something-like-it/
The Starling,movie,"SEP 17, 2021",PG-13,31,https://www.metacritic.com/movie/the-starling/
Red Dawn,movie,"NOV 21, 2012",PG-13,31,https://www.metacritic.com/movie/red-dawn/
First Daughter,movie,"SEP 24, 2004",PG,31,https://www.metacritic.com/movie/first-daughter/
Deception,movie,"APR 25, 2008",R,31,https://www.metacritic.com/movie/deception/
Fire Birds,movie,"MAY 25, 1990",PG-13,31,https://www.metacritic.com/movie/fire-birds/
Creature,movie,"SEP 9, 2011",R,31,https://www.metacritic.com/movie/creature-2011/
The Black Waters of Echo's Pond,movie,"APR 9, 2010",R,31,https://www.metacritic.com/movie/the-black-waters-of-echos-pond/
Blended,movie,"MAY 23, 2014",PG-13,31,https://www.metacritic.com/movie/blended/
Inheritance,movie,"MAY 22, 2020",TV-MA,31,https://www.metacritic.com/movie/inheritance-2020/
The Reckoning,movie,"FEB 5, 2021",Not Rated,31,https://www.metacritic.com/movie/the-reckoning-2020/
The Bachelor,movie,"NOV 5, 1999",PG-13,31,https://www.metacritic.com/movie/the-bachelor/
National Security,movie,"JAN 17, 2003",PG-13,31,https://www.metacritic.com/movie/national-security/
Sonny,movie,"DEC 27, 2002",R,31,https://www.metacritic.com/movie/sonny/
Kill Switch,movie,"JUN 16, 2017",R,31,https://www.metacritic.com/movie/kill-switch/
Trapped in Paradise,movie,"DEC 2, 1994",PG-13,31,https://www.metacritic.com/movie/trapped-in-paradise/
Love the Coopers,movie,"NOV 13, 2015",PG-13,31,https://www.metacritic.com/movie/love-the-coopers/
Texas Chainsaw 3D,movie,"JAN 4, 2013",R,31,https://www.metacritic.com/movie/texas-chainsaw-3d/
Hot Pursuit,movie,"MAY 8, 2015",PG-13,31,https://www.metacritic.com/movie/hot-pursuit/
Cop Out,movie,"FEB 26, 2010",R,31,https://www.metacritic.com/movie/cop-out/
House at the End of the Street,movie,"SEP 21, 2012",PG-13,31,https://www.metacritic.com/movie/house-at-the-end-of-the-street/
6 Month Rule,movie,"JUN 1, 2012",R,31,https://www.metacritic.com/movie/6-month-rule/
 The Book of Henry,movie,"JUN 16, 2017",PG-13,31,https://www.metacritic.com/movie/the-book-of-henry/
Crazy Eyes,movie,"JUL 6, 2012",Not Rated,31,https://www.metacritic.com/movie/crazy-eyes/
The Disappointments Room,movie,"SEP 9, 2016",R,31,https://www.metacritic.com/movie/the-disappointments-room/
Vampire Academy,movie,"FEB 7, 2014",PG-13,31,https://www.metacritic.com/movie/vampire-academy/
Highlander II: The Quickening,movie,"NOV 1, 1991",R,31,https://www.metacritic.com/movie/highlander-ii-the-quickening/
Get a Job,movie,"MAR 25, 2016",R,31,https://www.metacritic.com/movie/get-a-job/
The Mummy: Tomb of the Dragon Emperor,movie,"AUG 1, 2008",PG-13,31,https://www.metacritic.com/movie/the-mummy-tomb-of-the-dragon-emperor/
Dark Summer,movie,"JAN 9, 2015",Not Rated,31,https://www.metacritic.com/movie/dark-summer/
The Life of David Gale,movie,"FEB 21, 2003",R,31,https://www.metacritic.com/movie/the-life-of-david-gale/
Idle Hands,movie,"APR 30, 1999",R,31,https://www.metacritic.com/movie/idle-hands/
Absolutely Anything,movie,"MAY 12, 2017",R,31,https://www.metacritic.com/movie/absolutely-anything/
Corporate Animals,movie,"SEP 20, 2019",R,31,https://www.metacritic.com/movie/corporate-animals/
Winter's Tale,movie,"FEB 14, 2014",PG-13,31,https://www.metacritic.com/movie/winters-tale/
A Fantastic Fear of Everything,movie,"FEB 7, 2014",R,31,https://www.metacritic.com/movie/a-fantastic-fear-of-everything/
Slutty Summer,movie,"JUN 10, 2005",Unrated,31,https://www.metacritic.com/movie/slutty-summer/
Happy Gilmore,movie,"FEB 16, 1996",PG-13,31,https://www.metacritic.com/movie/happy-gilmore/
Friend Request,movie,"SEP 22, 2017",R,31,https://www.metacritic.com/movie/friend-request/
Jack,movie,"AUG 9, 1996",PG-13,31,https://www.metacritic.com/movie/jack/
Artemis Fowl,movie,"JUN 12, 2020",PG,31,https://www.metacritic.com/movie/artemis-fowl/
Harry + Max,movie,"FEB 4, 2005",N/A,31,https://www.metacritic.com/
Dylan Dog: Dead of Night,movie,"APR 29, 2011",PG-13,31,https://www.metacritic.com/movie/dylan-dog-dead-of-night/
The Perfect Age of Rock 'n' Roll,movie,"AUG 5, 2011",R,31,https://www.metacritic.com/movie/the-perfect-age-of-rock-n-roll/
Seventh Son,movie,"FEB 6, 2015",PG-13,30,https://www.metacritic.com/movie/seventh-son/
A Day Without a Mexican,movie,"MAY 14, 2004",R,30,https://www.metacritic.com/movie/a-day-without-a-mexican/
 The Cave,movie,"AUG 26, 2005",PG-13,30,https://www.metacritic.com/movie/the-cave/
Alex Cross,movie,"OCT 19, 2012",PG-13,30,https://www.metacritic.com/movie/alex-cross/
The Final Destination,movie,"AUG 28, 2009",R,30,https://www.metacritic.com/movie/the-final-destination/
Playing It Cool,movie,"MAY 8, 2015",R,30,https://www.metacritic.com/movie/playing-it-cool/
Punisher: War Zone,movie,"DEC 5, 2008",R,30,https://www.metacritic.com/movie/punisher-war-zone/
Half Brothers,movie,"DEC 4, 2020",PG-13,30,https://www.metacritic.com/movie/half-brothers/
Vampire's Kiss,movie,"JUN 2, 1989",R,30,https://www.metacritic.com/movie/vampires-kiss/
My Way,movie,"APR 20, 2012",R,30,https://www.metacritic.com/movie/my-way/
CBGB,movie,"OCT 4, 2013",R,30,https://www.metacritic.com/movie/cbgb/
Badland,movie,"NOV 30, 2007",R,30,https://www.metacritic.com/movie/badland/
The Spirit,movie,"DEC 25, 2008",PG-13,30,https://www.metacritic.com/movie/the-spirit/
The Outsider,movie,"MAR 9, 2018",TV-MA,30,https://www.metacritic.com/movie/the-outsider-2018/
Feeling Minnesota,movie,"SEP 13, 1996",R,30,https://www.metacritic.com/movie/feeling-minnesota/
Saw VI,movie,"OCT 23, 2009",R,30,https://www.metacritic.com/movie/saw-vi/
Bulletproof,movie,"SEP 6, 1996",R,30,https://www.metacritic.com/movie/bulletproof/
Phil,movie,"JUL 5, 2019",R,30,https://www.metacritic.com/movie/phil/
Over Her Dead Body,movie,"FEB 1, 2008",PG-13,30,https://www.metacritic.com/movie/over-her-dead-body/
The Babymakers,movie,"AUG 3, 2012",R,30,https://www.metacritic.com/movie/the-babymakers/
The Hangover Part III,movie,"MAY 23, 2013",R,30,https://www.metacritic.com/movie/the-hangover-part-iii/
Love in the Time of Money,movie,"NOV 1, 2002",R,30,https://www.metacritic.com/movie/love-in-the-time-of-money/
Gods and Generals,movie,"FEB 21, 2003",PG-13,30,https://www.metacritic.com/movie/gods-and-generals/
The Pacifier,movie,"MAR 4, 2005",PG,30,https://www.metacritic.com/movie/the-pacifier/
The League of Extraordinary Gentlemen,movie,"JUL 11, 2003",PG-13,30,https://www.metacritic.com/movie/the-league-of-extraordinary-gentlemen/
Kill Me Three Times,movie,"APR 10, 2015",R,30,https://www.metacritic.com/movie/kill-me-three-times/
 Affluenza,movie,"JUL 11, 2014",Not Rated,30,https://www.metacritic.com/movie/affluenza/
Oh My God,movie,"NOV 13, 2009",Not Rated,30,https://www.metacritic.com/movie/oh-my-god/
USS Indianapolis: Men of Courage,movie,"NOV 11, 2016",R,30,https://www.metacritic.com/movie/uss-indianapolis-men-of-courage/
Freedom,movie,"JUN 5, 2015",R,30,https://www.metacritic.com/movie/freedom/
Summer School,movie,"JUL 22, 1987",PG-13,30,https://www.metacritic.com/movie/summer-school/
Little Boy,movie,"APR 24, 2015",PG-13,30,https://www.metacritic.com/movie/little-boy/
The Boy Next Door,movie,"JAN 23, 2015",R,30,https://www.metacritic.com/movie/the-boy-next-door/
The Cassandra Crossing,movie,"FEB 9, 1977",R,30,https://www.metacritic.com/movie/the-cassandra-crossing/
The Art of War,movie,"AUG 25, 2000",R,30,https://www.metacritic.com/movie/the-art-of-war/
Queen of the Damned,movie,"FEB 22, 2002",R,30,https://www.metacritic.com/movie/queen-of-the-damned/
Waiting...,movie,"OCT 7, 2005",R,30,https://www.metacritic.com/movie/waiting/
,movie,"JAN 12, 1990",R,30,https://www.metacritic.com/movie/leatherface-texas-chainsaw-massacre-iii/
,movie,"SEP 22, 2023",R,30,https://www.metacritic.com/movie/expend4bles/
White Noise,movie,"JAN 7, 2005",PG-13,30,https://www.metacritic.com/movie/white-noise/
American Virgin,movie,"JUN 2, 2000",R,30,https://www.metacritic.com/movie/american-virgin/
Exorcist: The Beginning,movie,"AUG 20, 2004",R,30,https://www.metacritic.com/movie/exorcist-the-beginning/
The Texas Chainsaw Massacre: The Beginning,movie,"OCT 6, 2006",R,30,https://www.metacritic.com/movie/the-texas-chainsaw-massacre-the-beginning/
Basmati Blues,movie,"FEB 9, 2018",Not Rated,30,https://www.metacritic.com/movie/basmati-blues/
Boo! A Madea Halloween,movie,"OCT 21, 2016",PG-13,30,https://www.metacritic.com/movie/boo!-a-madea-halloween/
Marmaduke,movie,"JUN 4, 2010",PG,30,https://www.metacritic.com/movie/marmaduke/
Night Train to Lisbon,movie,"DEC 6, 2013",R,30,https://www.metacritic.com/movie/night-train-to-lisbon/
Paulo Coelho's Best Story,movie,"JUL 31, 2015",Not Rated,30,https://www.metacritic.com/movie/paulo-coelhos-best-story/
Cats & Dogs: The Revenge of Kitty Galore,movie,"JUL 30, 2010",PG,30,https://www.metacritic.com/movie/cats-dogs-the-revenge-of-kitty-galore/
The NeverEnding Story II: The Next Chapter,movie,"FEB 8, 1991",PG,30,https://www.metacritic.com/movie/the-neverending-story-ii-the-next-chapter/
 Legend,movie,"APR 18, 1986",PG,30,https://www.metacritic.com/movie/legend-1986/
John Q,movie,"FEB 15, 2002",PG-13,30,https://www.metacritic.com/movie/john-q/
Blue Iguana,movie,"AUG 24, 2018",Not Rated,30,https://www.metacritic.com/movie/blue-iguana/
Grown Ups,movie,"JUN 25, 2010",PG-13,30,https://www.metacritic.com/movie/grown-ups/
The Unborn,movie,"JAN 9, 2009",PG-13,30,https://www.metacritic.com/movie/the-unborn/
Stonewall,movie,"SEP 25, 2015",R,30,https://www.metacritic.com/movie/stonewall/
The House,movie,"JUN 30, 2017",R,30,https://www.metacritic.com/movie/the-house/
Always Woodstock,movie,"NOV 14, 2014",TV-14,30,https://www.metacritic.com/movie/always-woodstock/
The Marc Pease Experience,movie,"AUG 21, 2009",PG-13,30,https://www.metacritic.com/movie/the-marc-pease-experience/
American Adobo,movie,"JAN 23, 2002",R,30,https://www.metacritic.com/movie/american-adobo/
Blackwoods,movie,"MAY 10, 2002",R,30,https://www.metacritic.com/movie/blackwoods/
Grind,movie,"AUG 15, 2003",PG-13,30,https://www.metacritic.com/movie/grind/
Deuce Bigalow: Male Gigolo,movie,"DEC 10, 1999",R,30,https://www.metacritic.com/movie/deuce-bigalow-male-gigolo/
The Butterfly Effect,movie,"JAN 23, 2004",R,30,https://www.metacritic.com/movie/the-butterfly-effect/
Two If by Sea,movie,"JAN 12, 1996",R,30,https://www.metacritic.com/movie/two-if-by-sea/
The Smurfs,movie,"JUL 29, 2011",PG,30,https://www.metacritic.com/movie/the-smurfs/
Finding Bliss,movie,"JUN 4, 2010",R,30,https://www.metacritic.com/movie/finding-bliss/
Friday the 13th Part III,movie,"AUG 13, 1982",R,30,https://www.metacritic.com/movie/friday-the-13th-part-iii/
Daltry Calhoun,movie,"SEP 23, 2005",PG-13,30,https://www.metacritic.com/movie/daltry-calhoun/
"I, Frankenstein",movie,"JAN 24, 2014",PG-13,30,https://www.metacritic.com/movie/i-frankenstein/
The School for Good and Evil,movie,"OCT 19, 2022",PG-13,30,https://www.metacritic.com/movie/the-school-for-good-and-evil/
Slender Man,movie,"AUG 10, 2018",PG-13,30,https://www.metacritic.com/movie/slender-man/
Big Gold Brick,movie,"FEB 25, 2022",Not Rated,30,https://www.metacritic.com/movie/big-gold-brick/
Never Again,movie,"JUL 12, 2002",R,30,https://www.metacritic.com/movie/never-again/
 Incarnate,movie,"DEC 2, 2016",PG-13,30,https://www.metacritic.com/movie/incarnate/
,movie,"OCT 11, 2002",R,30,https://www.metacritic.com/movie/knockaround-guys/
Harry & Son,movie,"MAR 2, 1984",PG,30,https://www.metacritic.com/movie/harry-son/
Endless Love,movie,"FEB 14, 2014",PG-13,30,https://www.metacritic.com/movie/endless-love/
The Bride,movie,"AUG 16, 1985",PG-13,30,https://www.metacritic.com/movie/the-bride/
I Can Only Imagine,movie,"MAR 16, 2018",PG,30,https://www.metacritic.com/movie/i-can-only-imagine/
After,movie,"APR 12, 2019",PG-13,30,https://www.metacritic.com/movie/after-2019/
Cabin Fever: Patient Zero,movie,"AUG 1, 2014",Not Rated,30,https://www.metacritic.com/movie/cabin-fever-patient-zero/
Nature Calls,movie,"NOV 9, 2012",R,30,https://www.metacritic.com/movie/nature-calls/
Friday the 13th Part VI: Jason Lives,movie,"AUG 1, 1986",R,30,https://www.metacritic.com/movie/friday-the-13th-part-vi-jason-lives/
Madhouse,movie,"FEB 16, 1990",PG-13,30,https://www.metacritic.com/movie/madhouse/
The Replacements,movie,"AUG 11, 2000",PG-13,30,https://www.metacritic.com/movie/the-replacements/
The Tuxedo,movie,"SEP 27, 2002",PG-13,30,https://www.metacritic.com/movie/the-tuxedo/
Where the Heart Is,movie,"APR 28, 2000",PG-13,30,https://www.metacritic.com/movie/where-the-heart-is/
Damnation Alley,movie,"OCT 21, 1977",PG,30,https://www.metacritic.com/movie/damnation-alley/
"Dude, Where's My Car?",movie,"DEC 15, 2000",PG-13,30,https://www.metacritic.com/movie/dude-wheres-my-car/
The Gallows,movie,"JUL 10, 2015",R,30,https://www.metacritic.com/movie/the-gallows/
Zookeeper,movie,"JUL 8, 2011",PG,30,https://www.metacritic.com/movie/zookeeper/
Meet Bill,movie,"APR 4, 2008",R,30,https://www.metacritic.com/movie/meet-bill/
She Hate Me,movie,"JUL 28, 2004",R,30,https://www.metacritic.com/movie/she-hate-me/
Let's Be Cops,movie,"AUG 13, 2014",R,30,https://www.metacritic.com/movie/lets-be-cops/
Crossover,movie,"SEP 1, 2006",PG-13,30,https://www.metacritic.com/movie/crossover/
Loaded Weapon 1,movie,"FEB 5, 1993",PG-13,30,https://www.metacritic.com/movie/loaded-weapon-1/
Speed-Dating,movie,"OCT 1, 2010",R,30,https://www.metacritic.com/movie/speed-dating/
 Surviving Eden,movie,"AUG 25, 2006",Not Rated,30,https://www.metacritic.com/movie/surviving-eden/
